[2013-01-16 14:40:20,699]DEBUG   811[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: PDFOperator{TJ}
[2013-01-16 14:40:20,752]DEBUG   864[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: COSArray{[COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{G}, COSFloat{-3.57193}, COSString{l}, COSFloat{-3.57193}, COSString{e}, COSFloat{-3.57193}, COSString{n}, COSFloat{-3.57193}, COSString{d}, COSFloat{-3.57193}, COSString{a}, COSFloat{-3.57193}, COSString{l}, COSFloat{-3.57193}, COSString{e}, COSFloat{-3.57193}, COSString{,}, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{N}, COSFloat{-3.57193}, COSString{Y}, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{1}, COSFloat{-3.57193}, COSString{1}, COSFloat{-3.57193}, COSString{3}, COSFloat{-3.57193}, COSString{8}, COSFloat{-3.57193}, COSString{5}, COSFloat{600.001}]}
[2013-01-16 14:40:20,752]DEBUG   864[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: PDFOperator{TJ}
[2013-01-16 14:40:20,753]DEBUG   865[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: COSFloat{-306.591}
[2013-01-16 14:40:20,753]DEBUG   865[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: COSInt{-12}
[2013-01-16 14:40:20,753]DEBUG   865[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: PDFOperator{Td}
[2013-01-16 14:40:20,753]DEBUG   865[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: COSArray{[COSString{ }, COSFloat{-3.57317}, COSString{ }, COSFloat{-3.57322}, COSString{ }, COSFloat{-3.57322}, COSString{ }, COSFloat{-3.57322}, COSString{ }, COSFloat{-3.57322}, COSString{ }, COSFloat{-3.57303}, COSString{ }, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.57266}, COSString{ }, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{H}, COSFloat{-3.5734}, COSString{o}, COSFloat{-3.5734}, COSString{m}, COSFloat{-3.5734}, COSString{e}, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{(}, COSFloat{-3.5734}, COSString{6}, COSFloat{-3.5734}, COSString{4}, COSFloat{-3.57193}, COSString{6}, COSFloat{-3.5734}, COSString{)}, COSFloat{-3.5734}, COSString{2}, COSFloat{-3.5734}, COSString{3}, COSFloat{-3.5734}, COSString{3}, COSFloat{-3.5734}, COSString{-}, COSFloat{-3.5734}, COSString{3}, COSFloat{-3.5734}, COSString{3}, COSFloat{-3.5734}, COSString{9}, COSFloat{-3.5734}, COSString{2}, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }]}
[2013-01-16 14:40:20,753]DEBUG   865[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: PDFOperator{TJ}
[2013-01-16 14:40:20,754]DEBUG   866[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: COSFloat{306.591}
[2013-01-16 14:40:20,754]DEBUG   866[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: COSInt{0}
[2013-01-16 14:40:20,754]DEBUG   866[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: PDFOperator{Td}
[2013-01-16 14:40:20,754]DEBUG   866[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: COSArray{[COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{600.001}]}
[2013-01-16 14:40:20,754]DEBUG   866[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: PDFOperator{TJ}
[2013-01-16 14:40:20,755]DEBUG   867[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: COSFloat{-306.591}
[2013-01-16 14:40:20,755]DEBUG   867[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: COSInt{-12}
[2013-01-16 14:40:20,755]DEBUG   867[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: PDFOperator{Td}
[2013-01-16 14:40:20,755]DEBUG   867[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: COSArray{[COSString{ }, COSFloat{-3.57317}, COSString{ }, COSFloat{-3.57322}, COSString{ }, COSFloat{-3.57322}, COSString{ }, COSFloat{-3.57322}, COSString{ }, COSFloat{-3.57322}, COSString{ }, COSFloat{-3.57303}, COSString{ }, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.57266}, COSString{ }, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{(}, COSFloat{-3.5734}, COSString{6}, COSFloat{-3.5734}, COSString{4}, COSFloat{-3.5734}, COSString{6}, COSFloat{-3.5734}, COSString{)}, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{7}, COSFloat{-3.5734}, COSString{0}, COSFloat{-3.57193}, COSString{8}, COSFloat{-3.5734}, COSString{-}, COSFloat{-3.5734}, COSString{4}, COSFloat{-3.5734}, COSString{9}, COSFloat{-3.5734}, COSString{7}, COSFloat{-3.5734}, COSString{7}, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }]}
[2013-01-16 14:40:20,755]DEBUG   867[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: PDFOperator{TJ}
[2013-01-16 14:40:20,756]DEBUG   868[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: COSFloat{306.591}
[2013-01-16 14:40:20,756]DEBUG   868[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: COSInt{0}
[2013-01-16 14:40:20,756]DEBUG   868[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: PDFOperator{Td}
[2013-01-16 14:40:20,757]DEBUG   869[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: COSArray{[COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{600.001}]}
[2013-01-16 14:40:20,757]DEBUG   869[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: PDFOperator{TJ}
[2013-01-16 14:40:20,757]DEBUG   869[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: COSFloat{-306.591}
[2013-01-16 14:40:20,757]DEBUG   869[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: COSInt{-24}
[2013-01-16 14:40:20,757]DEBUG   869[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: PDFOperator{Td}
[2013-01-16 14:40:20,757]DEBUG   869[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: COSArray{[COSString{ }, COSFloat{-3.57317}, COSString{ }, COSFloat{-3.57322}, COSString{ }, COSFloat{-3.57322}, COSString{ }, COSFloat{-3.57322}, COSString{ }, COSFloat{-3.57322}, COSString{J}, COSFloat{-3.57303}, COSString{P}, COSFloat{-3.5734}, COSString{E}, COSFloat{-3.5734}, COSString{E}, COSFloat{-3.5734}, COSString{L}, COSFloat{-3.5734}, COSString{E}, COSFloat{-3.57266}, COSString{ }, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{2}, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{5}, COSFloat{-3.5734}, COSString{0}, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{0}, COSFloat{-3.57193}, COSString{1}, COSFloat{-3.57193}, COSString{/}, COSFloat{-3.57193}, COSString{1}, COSFloat{-3.57193}, COSString{4}, COSFloat{-3.57193}, COSString{/}, COSFloat{-3.57193}, COSString{1}, COSFloat{-3.57193}, COSString{3}, COSFloat{-3.57193}, COSString{ }]}
[2013-01-16 14:40:20,757]DEBUG   869[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: PDFOperator{TJ}
[2013-01-16 14:40:20,758]DEBUG   870[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: COSFloat{306.591}
[2013-01-16 14:40:20,758]DEBUG   870[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: COSInt{0}
[2013-01-16 14:40:20,758]DEBUG   870[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: PDFOperator{Td}
[2013-01-16 14:40:20,759]DEBUG   871[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: COSArray{[COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{0}, COSFloat{-3.57193}, COSString{1}, COSFloat{-3.57193}, COSString{/}, COSFloat{-3.57193}, COSString{1}, COSFloat{-3.57193}, COSString{7}, COSFloat{-3.57193}, COSString{/}, COSFloat{-3.57193}, COSString{1}, COSFloat{-3.57193}, COSString{3}, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{1}, COSFloat{-3.57193}, COSString{3}, COSFloat{-3.57193}, COSString{2}, COSFloat{-3.57193}, COSString{7}, COSFloat{-3.57193}, COSString{0}, COSFloat{-3.57193}, COSString{9}, COSFloat{-3.57193}, COSString{B}, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{ }, COSFloat{600.001}]}
[2013-01-16 14:40:20,775]DEBUG   887[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: PDFOperator{TJ}
[2013-01-16 14:40:20,776]DEBUG   888[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: COSFloat{-150.17}
[2013-01-16 14:40:20,776]DEBUG   888[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: COSInt{-72}
[2013-01-16 14:40:20,776]DEBUG   888[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: PDFOperator{Td}
[2013-01-16 14:40:20,776]DEBUG   888[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: COSArray{[COSString{P}, COSFloat{-3.5734}, COSString{a}, COSFloat{-3.5734}, COSString{y}, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{u}, COSFloat{-3.5734}, COSString{p}, COSFloat{-3.5734}, COSString{o}, COSFloat{-3.5734}, COSString{n}, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{d}, COSFloat{-3.5734}, COSString{e}, COSFloat{-3.5734}, COSString{l}, COSFloat{-3.5734}, COSString{i}, COSFloat{-3.5734}, COSString{v}, COSFloat{-3.5734}, COSString{e}, COSFloat{-3.57193}, COSString{r}, COSFloat{-3.57193}, COSString{y}, COSFloat{600.001}]}
[2013-01-16 14:40:20,776]DEBUG   888[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: PDFOperator{TJ}
[2013-01-16 14:40:20,776]DEBUG   888[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: COSInt{12}
[2013-01-16 14:40:20,776]DEBUG   888[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: PDFOperator{TL}
[2013-01-16 14:40:20,777]DEBUG   889[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: PDFOperator{T*}
[2013-01-16 14:40:20,777]DEBUG   889[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: COSArray{[COSString{T}, COSFloat{-3.5734}, COSString{h}, COSFloat{-3.5734}, COSString{a}, COSFloat{-3.5734}, COSString{n}, COSFloat{-3.5734}, COSString{k}, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{y}, COSFloat{-3.5734}, COSString{o}, COSFloat{-3.5734}, COSString{u}, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{f}, COSFloat{-3.5734}, COSString{o}, COSFloat{-3.5734}, COSString{r}, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{y}, COSFloat{-3.57193}, COSString{o}, COSFloat{-3.57193}, COSString{u}, COSFloat{-3.57193}, COSString{r}, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{b}, COSFloat{-3.57193}, COSString{u}, COSFloat{-3.57193}, COSString{s}, COSFloat{-3.57193}, COSString{i}, COSFloat{-3.57193}, COSString{n}, COSFloat{-3.57193}, COSString{e}, COSFloat{-3.57193}, COSString{s}, COSFloat{-3.57193}, COSString{s}, COSFloat{-3.57193}, COSString{!}, COSFloat{600.001}]}
[2013-01-16 14:40:20,777]DEBUG   889[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: PDFOperator{TJ}
[2013-01-16 14:40:20,777]DEBUG   889[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: PDFOperator{T*}
[2013-01-16 14:40:20,778]DEBUG   890[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: COSArray{[COSString{c}, COSFloat{-3.5734}, COSString{r}, COSFloat{-3.5734}, COSString{e}, COSFloat{-3.5734}, COSString{d}, COSFloat{-3.5734}, COSString{i}, COSFloat{-3.5734}, COSString{t}, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{f}, COSFloat{-3.5734}, COSString{o}, COSFloat{-3.5734}, COSString{r}, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{4}, COSFloat{-3.5734}, COSString{/}, COSFloat{-3.5734}, COSString{1}, COSFloat{-3.5734}, COSString{0}, COSFloat{-3.57193}, COSString{#}, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{C}, COSFloat{-3.57193}, COSString{h}, COSFloat{-3.57193}, COSString{i}, COSFloat{-3.57193}, COSString{c}, COSFloat{-3.57193}, COSString{k}, COSFloat{-3.57193}, COSString{e}, COSFloat{-3.57193}, COSString{n}, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{B}, COSFloat{-3.57193}, COSString{r}, COSFloat{-3.57193}, COSString{e}, COSFloat{-3.57193}, COSString{a}, COSFloat{-3.57193}, COSString{s}, COSFloat{-3.57193}, COSString{t}, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{C}, COSFloat{-3.57193}, COSString{u}, COSFloat{-3.57193}, COSString{t}, COSFloat{-3.57193}, COSString{l}, COSFloat{-3.57193}, COSString{e}, COSFloat{-3.57193}, COSString{t}, COSFloat{-3.57193}, COSString{s}, COSFloat{-3.57193}, COSString{ }, COSFloat{600.001}]}
[2013-01-16 14:40:20,778]DEBUG   890[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: PDFOperator{TJ}
[2013-01-16 14:40:20,778]DEBUG   890[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: PDFOperator{T*}
[2013-01-16 14:40:20,779]DEBUG   891[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: COSArray{[COSString{p}, COSFloat{-3.5734}, COSString{r}, COSFloat{-3.5734}, COSString{e}, COSFloat{-3.5734}, COSString{v}, COSFloat{-3.5734}, COSString{i}, COSFloat{-3.5734}, COSString{o}, COSFloat{-3.5734}, COSString{u}, COSFloat{-3.5734}, COSString{s}, COSFloat{-3.5734}, COSString{l}, COSFloat{-3.5734}, COSString{y}, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{p}, COSFloat{-3.5734}, COSString{a}, COSFloat{-3.5734}, COSString{i}, COSFloat{-3.5734}, COSString{d}, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{o}, COSFloat{-3.57193}, COSString{n}, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{1}, COSFloat{-3.57193}, COSString{2}, COSFloat{-3.57193}, COSString{/}, COSFloat{-3.57193}, COSString{2}, COSFloat{-3.57193}, COSString{7}, COSFloat{-3.57193}, COSString{/}, COSFloat{-3.57193}, COSString{1}, COSFloat{-3.57193}, COSString{2}, COSFloat{-3.57193}, COSString{-}, COSFloat{-3.57193}, COSString{J}, COSFloat{-3.57193}, COSString{a}, COSFloat{-3.57193}, COSString{c}, COSFloat{-3.57193}, COSString{k}, COSFloat{-3.57193}, COSString{i}, COSFloat{-3.57193}, COSString{e}, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{d}, COSFloat{-3.57193}, COSString{i}, COSFloat{-3.57193}, COSString{d}, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{n}, COSFloat{-3.57193}, COSString{o}, COSFloat{-3.56898}, COSString{t}, COSFloat{-3.57193}, COSString{ }, COSFloat{600.001}]}
[2013-01-16 14:40:20,779]DEBUG   891[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: PDFOperator{TJ}
[2013-01-16 14:40:20,779]DEBUG   891[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: PDFOperator{T*}
[2013-01-16 14:40:20,780]DEBUG   892[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: COSArray{[COSString{r}, COSFloat{-3.5734}, COSString{e}, COSFloat{-3.5734}, COSString{c}, COSFloat{-3.5734}, COSString{e}, COSFloat{-3.5734}, COSString{i}, COSFloat{-3.5734}, COSString{v}, COSFloat{-3.5734}, COSString{e}, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{t}, COSFloat{-3.5734}, COSString{h}, COSFloat{-3.5734}, COSString{e}, COSFloat{-3.5734}, COSString{s}, COSFloat{-3.5734}, COSString{e}, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{a}, COSFloat{-3.57193}, COSString{s}, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{t}, COSFloat{-3.57193}, COSString{h}, COSFloat{-3.57193}, COSString{e}, COSFloat{-3.57193}, COSString{y}, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{w}, COSFloat{-3.57193}, COSString{e}, COSFloat{-3.57193}, COSString{r}, COSFloat{-3.57193}, COSString{e}, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{n}, COSFloat{-3.57193}, COSString{o}, COSFloat{-3.57193}, COSString{t}, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{i}, COSFloat{-3.57193}, COSString{n}, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{s}, COSFloat{-3.57193}, COSString{t}, COSFloat{-3.57193}, COSString{o}, COSFloat{-3.57193}, COSString{c}, COSFloat{-3.57193}, COSString{k}, COSFloat{-3.57193}, COSString{ }, COSFloat{-3.57193}, COSString{a}, COSFloat{-3.56898}, COSString{t}, COSFloat{-3.57193}, COSString{ }, COSFloat{600.001}]}
[2013-01-16 14:40:20,780]DEBUG   892[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: PDFOperator{TJ}
[2013-01-16 14:40:20,780]DEBUG   892[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: PDFOperator{T*}
[2013-01-16 14:40:20,781]DEBUG   893[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: COSArray{[COSString{t}, COSFloat{-3.5734}, COSString{i}, COSFloat{-3.5734}, COSString{m}, COSFloat{-3.5734}, COSString{e}, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{o}, COSFloat{-3.5734}, COSString{f}, COSFloat{-3.5734}, COSString{ }, COSFloat{-3.5734}, COSString{d}, COSFloat{-3.5734}, COSString{e}, COSFloat{-3.5734}, COSString{l}, COSFloat{-3.5734}, COSString{i}, COSFloat{-3.5734}, COSString{v}, COSFloat{-3.5734}, COSString{e}, COSFloat{-3.5734}, COSString{r}, COSFloat{-3.57193}, COSString{y}, COSFloat{600.001}]}
[2013-01-16 14:40:20,781]DEBUG   893[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: PDFOperator{TJ}
[2013-01-16 14:40:20,781]DEBUG   893[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: PDFOperator{T*}
[2013-01-16 14:40:20,781]DEBUG   893[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: COSArray{[COSString{J}, COSFloat{-3.5734}, COSString{F}, COSInt{600}]}
[2013-01-16 14:40:20,781]DEBUG   893[main] - org.apache.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:262) - processing substream token: PDFOperator{TJ}
